18375  0.334  
18370  0.371  
18365  0.308  
18360  0.307  
18355  0.317  
18350  0.314  
18345  0.276  
18340  0.346  
18335  0.369  
18330  0.343  
18325  0.377  
18320  0.446  
18315  0.433  
18310  0.432  
18305  0.513  
18300  0.533  
18295  0.589  
18290  0.645  
18285  0.519  
18280  0.458  
18275  0.526  
18270  0.514  
18265  0.433  
18260  0.34  
18255  0.307  
18250  0.328  
18245  0.386  
18240  0.34  
18235  0.203  
18230  0.237  
18225  0.351  
18220  0.49  
18215  0.478  
18210  0.365  
18205  0.375  
18200  0.365  
18195  0.478  
18190  0.388  
18185  0.374  
18180  0.281  
18175  0.325  
18170  0.392  
18165  0.459  
18160  0.504  
18155  0.491  
18150  0.58  
18145  0.49  
18140  0.478  
18135  0.508  
18130  0.485  
18125  0.473  
18120  0.539  
18115  0.592  
18110  0.612  
18105  0.72  
18100  0.797  
18095  0.804  
18090  0.911  
18085  0.974  
18080  1.013  
18075  1.031  
18070  1.102  
18065  1.129  
18060  1.146  
18055  1.173  
18050  1.169  
18045  1.227  
18040  1.294  
18035  1.329  
18030  1.376  
18025  1.451  
18020  1.508  
18015  1.534  
18010  1.639  
18005  1.762  
18000  1.814  
17995  1.956  
17990  2.06  
17985  2.161  
17980  2.293  
17975  2.496  
17970  2.638  
17965  2.786  
17960  2.985  
17955  3.154  
17950  3.4  
17945  3.6  
17940  3.856  
17935  4.121  
17930  4.454  
17925  4.747  
17920  5.032  
17915  5.403  
17910  5.777  
17905  6.252  
17900  6.735  
17895  7.285  
17890  7.817  
17885  8.409  
17880  9.128  
17875  9.865  
17870  10.657  
17865  11.485  
17860  12.398  
17855  13.339  
17850  14.497  
17845  15.643  
17840  16.891  
17835  18.23  
17830  19.727  
17825  21.262  
17820  22.951  
17815  24.731  
17810  26.541  
17805  28.517  
17800  30.673  
17795  32.874  
17790  35.126  
17785  37.497  
17780  39.992  
17775  42.531  
17770  45.161  
17765  47.905  
17760  50.656  
17755  53.444  
17750  56.264  
17745  58.824  
17740  61.311  
17735  63.757  
17730  66.19  
17725  68.515  
17720  70.755  
17715  72.928  
17710  74.968  
17705  77.242  
17700  79.395  
17695  81.448  
17690  83.258  
17685  84.92  
17680  86.436  
17675  87.877  
17670  89.095  
17665  90.178  
17660  91.11  
17655  91.93  
17650  92.68  
17645  93.34  
17640  93.776  
17635  94.078  
17630  94.382  
17625  94.627  
17620  94.711  
17615  94.748  
17610  94.74  
17605  94.711  
17600  94.691  
17595  94.608  
17590  94.47  
17585  94.334  
17580  94.203  
17575  94.095  
17570  93.933  
17565  93.759  
17560  93.59  
17555  93.469  
17550  93.411  
17545  93.251  
17540  93.198  
17535  93.146  
17530  93.114  
17525  93.132  
17520  93.17  
17515  93.185  
17510  93.144  
17505  93.199  
17500  93.233  
17495  93.211  
17490  93.248  
17485  93.25  
17480  93.277  
17475  93.353  
17470  93.436  
17465  93.44  
17460  93.452  
17455  93.535  
17450  93.578  
17445  93.64  
17440  93.652  
17435  93.634  
17430  93.695  
17425  93.832  
17420  93.916  
17415  94  
17410  94.057  
17405  94.101  
17400  94.197  
17395  94.281  
17390  94.318  
17385  94.334  
17380  94.406  
17375  94.469  
17370  94.466  
17365  94.55  
17360  94.539  
17355  94.537  
17350  94.537  
17345  94.514  
17340  94.473  
17335  94.429  
17330  94.44  
17325  94.359  
17320  94.36  
17315  94.427  
17310  94.447  
17305  94.444  
17300  94.427  
17295  94.394  
17290  94.423  
17285  94.418  
17280  94.426  
17275  94.394  
17270  94.395  
17265  94.374  
17260  94.426  
17255  94.478  
17250  94.472  
17245  94.504  
17240  94.539  
17235  94.577  
17230  94.598  
17225  94.679  
17220  94.737  
17215  94.794  
17210  94.882  
17205  94.965  
17200  95.049  
17195  95.096  
17190  95.155  
17185  95.183  
17180  95.2  
17175  95.294  
17170  95.309  
17165  95.378  
17160  95.392  
17155  95.419  
17150  95.535  
17145  95.598  
17140  95.659  
17135  95.636  
17130  95.679  
17125  95.703  
17120  95.737  
17115  95.749  
17110  95.714  
17105  95.749  
17100  95.77  
17095  95.798  
17090  95.844  
17085  95.859  
17080  95.9  
17075  95.94  
17070  95.995  
17065  96.085  
17060  96.144  
17055  96.233  
17050  96.289  
17045  96.344  
17040  96.408  
17035  96.452  
17030  96.472  
17025  96.524  
17020  96.527  
17015  96.539  
17010  96.544  
17005  96.568  
17000  96.611  
16995  96.666  
16990  96.658  
16985  96.564  
16980  96.538  
16975  96.506  
16970  96.523  
16965  96.545  
16960  96.529  
16955  96.512  
16950  96.535  
16945  96.573  
16940  96.632  
16935  96.638  
16930  96.635  
16925  96.623  
16920  96.594  
16915  96.594  
16910  96.59  
16905  96.573  
16900  96.513  
16895  96.506  
16890  96.486  
16885  96.471  
16880  96.439  
16875  96.411  
16870  96.378  
16865  96.379  
16860  96.422  
16855  96.428  
16850  96.413  
16845  96.341  
16840  96.246  
16835  96.187  
16830  96.144  
16825  96.056  
16820  95.981  
16815  95.898  
16810  95.813  
16805  95.799  
16800  95.816  
16795  95.743  
16790  95.688  
16785  95.689  
16780  95.615  
16775  95.592  
16770  95.584  
16765  95.525  
16760  95.471  
16755  95.448  
16750  95.439  
16745  95.387  
16740  95.358  
16735  95.314  
16730  95.312  
16725  95.245  
16720  95.232  
16715  95.221  
16710  95.212  
16705  95.19  
16700  95.178  
16695  95.161  
16690  95.096  
16685  95.149  
16680  95.12  
16675  95.125  
16670  95.093  
16665  95.114  
16660  95.155  
